gene_id	product	protein_id
4900	IUM83_01291	GTP-binding protein ypt3	KAG6618865.1
4901	IUM83_01292	hypothetical protein	KAG6618957.1
4902	IUM83_01293	M96 mating-specific protein family	KAG6618958.1
4903	IUM83_01294	hypothetical protein	KAG6618955.1
4904	IUM83_01295	hypothetical protein	KAG6618956.1
4905	IUM83_01296	Diphthamide biosynthesis protein 1	KAG6618862.1
4906	IUM83_01297	M96 mating-specific protein family	KAG6618664.1
4907	IUM83_01298	Zinc finger Ran-binding domain-containing protein 2	KAG6618860.1
4908	IUM83_01299	50S ribosomal protein L1	KAG6618861.1
4909	IUM83_01300	50S ribosomal protein L1	KAG6618890.1
4910	IUM83_01301	hypothetical protein	KAG6618704.1
4911	IUM83_01302	50S ribosomal protein L1	KAG6618588.1
4912	IUM83_01303	hypothetical protein	KAG6618689.1
4913	IUM83_01304	hypothetical protein	KAG6618543.1
4914	IUM83_01305	hypothetical protein	KAG6618587.1
4915	IUM83_01306	hypothetical protein	KAG6618546.1
4916	IUM83_01307	hypothetical protein	KAG6618318.1
4917	IUM83_01308	hypothetical protein	KAG6618583.1
4918	IUM83_01309	hypothetical protein	KAG6618584.1
4919	IUM83_01310	hypothetical protein	KAG6618460.1
4920	IUM83_01311	hypothetical protein	KAG6618504.1
4921	IUM83_01312	DnaJ subfamily C member 3	KAG6618506.1
4922	IUM83_01313	Mediator of RNA polymerase II transcription subunit 10	KAG6618505.1
4923	IUM83_01314	Glutathionyl-hydroquinone reductase YqjG	KAG6618909.1
4924	IUM83_01315	putative membrane protein	KAG6618908.1
4925	IUM83_01316	M96 mating-specific protein family	KAG6618911.1
4926	IUM83_01317	Nucleoside diphosphate kinase 7	KAG6618462.1
4927	IUM83_01318	thioredoxin-like protein 4A	KAG6618905.1
4928	IUM83_01319	putative nucleoside diphosphate kinase	KAG6618904.1
4929	IUM83_01320	putative nucleoside diphosphate kinase	KAG6618560.1
4930	IUM83_01321	putative aquaporin	KAG6618561.1
4931	IUM83_01322	purine nucleoside phosphorylase I, inosine and guanosine-specific	KAG6618390.1
4932	IUM83_01323	putative membrane protein	KAG6618563.1
4933	IUM83_01324	exportin-6-like protein	KAG6618556.1
4934	IUM83_01325	Tail-anchored protein insertion receptor WRB	KAG6618557.1
4935	IUM83_01326	Phosphatidylinositol-4-phosphate 5-kinase	KAG6618558.1
4936	IUM83_01327	RING-H2 finger protein ATL81	KAG6618559.1
4937	IUM83_01328	hypothetical protein	KAG6618866.1
4938	IUM83_01329	hypothetical protein	KAG6618564.1
4939	IUM83_01330	hypothetical protein	KAG6618366.1
4940	IUM83_01331	hypothetical protein	KAG6618880.1
4941	IUM83_01332	hypothetical protein	KAG6618879.1
4942	IUM83_01333	hypothetical protein	KAG6618321.1
4943	IUM83_01334	hypothetical protein	KAG6618320.1
4944	IUM83_01335	hypothetical protein	KAG6618876.1
4945	IUM83_01336	hypothetical protein	KAG6618532.1
4946	IUM83_01337	hypothetical protein	KAG6618351.1
4947	IUM83_01338	NPP1 protein	KAG6618324.1
4948	IUM83_01339	hypothetical protein	KAG6618884.1
4949	IUM83_01340	Chromo domain/shadow	KAG6618730.1
4950	IUM83_01341	hypothetical protein	KAG6618947.1
4951	IUM83_01342	Crinkler (CRN)	KAG6618522.1
4952	IUM83_01343	alanine-tRNA ligase	KAG6618945.1
4953	IUM83_01344	putative anaphase-promoting complex subunit	KAG6618747.1
4954	IUM83_01345	hypothetical protein	KAG6618948.1
4955	IUM83_01346	WD40 repeat-containing protein	KAG6618746.1
4956	IUM83_01347	50S ribosomal protein L11	KAG6618897.1
4957	IUM83_01348	Zinc finger, RING/FYVE/PHD-type	KAG6618531.1
4958	IUM83_01349	Carbohydrate-binding protein	KAG6618950.1
4959	IUM83_01350	TKL protein kinase	KAG6618847.1
4960	IUM83_01351	DEAD/DEAH box RNA helicase	KAG6618846.1
4961	IUM83_01352	Alcohol dehydrogenase 3	KAG6618849.1
4962	IUM83_01353	hypothetical protein	KAG6618848.1
4963	IUM83_01354	hypothetical protein	KAG6618843.1
4964	IUM83_01355	Glutaredoxin	KAG6618842.1
4965	IUM83_01356	RING finger protein	KAG6618578.1
4966	IUM83_01357	Phosphatidate cytidylyltransferase	KAG6618858.1
4967	IUM83_01358	Phosphatidate cytidylyltransferase	KAG6618576.1
4968	IUM83_01359	Zinc finger, C2H2	KAG6618839.1
4969	IUM83_01360	hypothetical protein	KAG6618496.1
4970	IUM83_01361	hypothetical protein	KAG6618497.1
4971	IUM83_01362	Crinkler (CRN) family protein	KAG6618498.1
4972	IUM83_01363	Zinc finger, C2H2	KAG6618499.1
4973	IUM83_01364	Chloroperoxidase	KAG6618500.1
4974	IUM83_01365	hypothetical protein	KAG6618501.1
4975	IUM83_01366	hypothetical protein	KAG6618502.1
4976	IUM83_01367	reverse transcriptase	KAG6618503.1
4977	IUM83_01368	Chloroperoxidase	KAG6618820.1
4978	IUM83_01369	hypothetical protein	KAG6618495.1
4979	IUM83_01370	hypothetical protein	KAG6618810.1
4980	IUM83_01371	Armadillo-type fold	KAG6618809.1
4981	IUM83_01372	hypothetical protein	KAG6618808.1
4982	IUM83_01373	calcineurin-like phosphoesterase	KAG6618807.1
4983	IUM83_01374	WW domain	KAG6618816.1
4984	IUM83_01375	Nucleolar 27S pre-rRNA processing, Urb2/Npa2, C-terminal	KAG6618815.1
4985	IUM83_01376	Kinesin-like protein	KAG6618814.1
4986	IUM83_01377	small rna degrading nuclease 2	KAG6618812.1
4987	IUM83_01378	hypothetical protein	KAG6618806.1
4988	IUM83_01379	5',5'''-P-1,P-4-tetraphosphate phosphorylase	KAG6618805.1
4989	IUM83_01380	hypothetical protein	KAG6618670.1
4990	IUM83_01381	voltage-gated potassium channel subunit beta	KAG6618671.1
4991	IUM83_01382	voltage-gated potassium channel subunit beta	KAG6618668.1
4992	IUM83_01383	putative 4-coumarate-CoA ligase	KAG6618669.1
4993	IUM83_01384	hypothetical protein	KAG6618667.1
4994	IUM83_01385	kinesin-like protein	KAG6618441.1
4995	IUM83_01386	Equilibrative Nucleoside Transporter (ENT) Family	KAG6618665.1
4996	IUM83_01387	tRNA-intron endonuclease	KAG6618666.1
4997	IUM83_01388	ania-6a type cyclin	KAG6618672.1
4998	IUM83_01389	hypothetical protein	KAG6618673.1
4999	IUM83_01390	Glutamine--fructose-6-phosphate aminotransferase	KAG6618307.1
5000	IUM83_01391	Xaa-Pro aminopeptidase	KAG6618306.1
5001	IUM83_01392	Carbohydrate esterase	KAG6618309.1
5002	IUM83_01393	tetratricopeptide repeat protein	KAG6618308.1
5003	IUM83_01394	hypothetical protein	KAG6618311.1
5004	IUM83_01395	Radial spoke head 10 B	KAG6618310.1
5005	IUM83_01396	Trafficking protein particle complex subunit 4	KAG6618313.1
5006	IUM83_01397	folate-Biopterin Transporter (FBT) family	KAG6618312.1
5007	IUM83_01398	ADP/ATP translocase 1	KAG6618315.1
5008	IUM83_01399	Cortactin-binding protein 2	KAG6618314.1
5009	IUM83_01400	hypothetical protein	KAG6618565.1
5010	IUM83_01401	coiled-coil domain-containing protein 103	KAG6618692.1
5011	IUM83_01402	lysine exporter protein (lyse ygga)	KAG6618660.1
5012	IUM83_01403	Mitogen-activated protein kinase-binding protein 1	KAG6618693.1
5013	IUM83_01404	RNA binding protein	KAG6618475.1
5014	IUM83_01405	hypothetical protein	KAG6618567.1
5015	IUM83_01406	Rap1 Myb domain	KAG6618477.1
5016	IUM83_01407	hypothetical protein	KAG6618802.1
5017	IUM83_01408	TBP-associated factor	KAG6618478.1
5018	IUM83_01409	Polycystin Cation Channel (PCC) Family	KAG6618569.1
5019	IUM83_01410	Polycystin Cation Channel (PCC) Family	KAG6618959.1
5020	IUM83_01411	tRNA guanosine-2'-O-methyltransferase	KAG6618912.1
5021	IUM83_01412	Impact-like protein	KAG6618888.1
5022	IUM83_01413	arginase	KAG6618825.1
5023	IUM83_01414	Impact-like protein	KAG6618885.1
5024	IUM83_01415	Cytochrome b5 type B	KAG6618887.1
5025	IUM83_01416	FAM221A protein	KAG6618871.1
5026	IUM83_01417	Ankyrin repeat-containing protein	KAG6618873.1
5027	IUM83_01418	WASH complex, subunit CCDC53	KAG6618889.1
5028	IUM83_01419	apoptosis antagonizing transcription factor	KAG6618827.1
5029	IUM83_01420	Folate-Biopterin Transporter (FBT) family	KAG6618456.1
5030	IUM83_01421	60S ribosomal protein L13	KAG6618595.1
5031	IUM83_01422	Dysferlin protein	KAG6618455.1
5032	IUM83_01423	putative F-box protein	KAG6618454.1
5033	IUM83_01424	WD repeat-containing protein 16	KAG6618933.1
5034	IUM83_01425	cytosol aminopeptidase	KAG6618453.1
5035	IUM83_01426	Thioredoxin-dependent peroxide reductase	KAG6618452.1
5036	IUM83_01427	Arrestin domain-containing protein B	KAG6618925.1
5037	IUM83_01428	Variant SH3 domain	KAG6618592.1
5038	IUM83_01429	Polynucleotide 5'-hydroxyl-kinase NOL9	KAG6618519.1
5039	IUM83_01430	hypothetical protein	KAG6618796.1
5040	IUM83_01431	regulator of chromosome condensation (RCC1)-like protein	KAG6618640.1
5041	IUM83_01432	hypothetical protein	KAG6618798.1
5042	IUM83_01433	hypothetical protein	KAG6618641.1
5043	IUM83_01434	Proactivator polypeptide	KAG6618795.1
5044	IUM83_01435	NAD(P)-binding Rossmann-fold superfamily protein	KAG6618636.1
5045	IUM83_01436	putative inositol polyphosphate multikinase	KAG6618638.1
5046	IUM83_01437	hypothetical protein	KAG6618639.1
5047	IUM83_01438	WRKY transcription factor 19	KAG6618793.1
5048	IUM83_01439	WRKY transcription factor 19	KAG6618794.1
5049	IUM83_01440	ABC Superfamily	KAG6618355.1
5050	IUM83_01441	hypothetical protein	KAG6618433.1
5051	IUM83_01442	hypothetical protein	KAG6618625.1
5052	IUM83_01443	hypothetical protein	KAG6618434.1
5053	IUM83_01444	putative secreted RxLR effector protein	KAG6618341.1
5054	IUM83_01445	Heat shock protein DnaJ family protein	KAG6618405.1
5055	IUM83_01446	Mitochondrial-processing peptidase subunit alpha	KAG6618432.1
5056	IUM83_01447	hypothetical protein	KAG6618367.1
5057	IUM83_01448	DnaJ subfamily C member 13	KAG6618437.1
5058	IUM83_01449	Serine protease family S10	KAG6618627.1
5059	IUM83_01450	Metal ion binding protein	KAG6618942.1
5060	IUM83_01451	Notchless family protein	KAG6618777.1
5061	IUM83_01452	dynein light chain/pantothenate kinase	KAG6618775.1
5062	IUM83_01453	dolichyl pyrophosphate Man9GlcNAc2 alpha-1	KAG6618776.1
5063	IUM83_01454	Trafficking protein particle complex subunit 2-like protein	KAG6618482.1
5064	IUM83_01455	mRNA surveillance protein pelota	KAG6618949.1
5065	IUM83_01456	NAD(P)-dependent oxidoreductase	KAG6618778.1
5066	IUM83_01457	zinc finger bed domain-containing protein 1-like	KAG6618779.1
5067	IUM83_01458	succinyl-CoA:3-ketoacid coenzyme A transferase	KAG6618479.1
5068	IUM83_01459	Phenol acid carboxylase	KAG6618480.1
5069	IUM83_01460	pantothenate kinase	KAG6618392.1
5070	IUM83_01461	hypothetical protein	KAG6618962.1
5071	IUM83_01462	Transcription intermediary factor 1-alpha	KAG6618391.1
5072	IUM83_01463	hypothetical protein	KAG6618961.1
5073	IUM83_01464	Ribonuclease H2 subunit B	KAG6618394.1
5074	IUM83_01465	DNA ligase	KAG6618658.1
5075	IUM83_01466	putative DNA ligase	KAG6618393.1
5076	IUM83_01467	Bifunctional folD protein	KAG6618656.1
5077	IUM83_01468	hypothetical protein	KAG6618395.1
5078	IUM83_01469	hypothetical protein	KAG6618659.1
5079	IUM83_01470	Cytoplasmic dynein light chain 2	KAG6618857.1
5080	IUM83_01471	Zinc finger, B-box	KAG6618336.1
5081	IUM83_01472	Calcyclin-binding protein	KAG6618749.1
5082	IUM83_01473	hypothetical protein	KAG6618750.1
5083	IUM83_01474	Heat stress transcription factor A-1a	KAG6618728.1
5084	IUM83_01475	Heat shock factor protein 2	KAG6618753.1
5085	IUM83_01476	transient receptor potential Ca2 channel (TRP-CC) family protein	KAG6618975.1
5086	IUM83_01477	hypothetical protein	KAG6618976.1
5087	IUM83_01478	arginine biosynthesis ArgJ, mitochondrial	KAG6618337.1
5088	IUM83_01479	Protein phosphatase 1, regulatory subunit	KAG6618754.1
5089	IUM83_01480	Transcription factor Iwr1	KAG6618370.1
5090	IUM83_01481	3-methyladenine DNA glycosidase	KAG6618790.1
5091	IUM83_01482	Transient receptor potential Ca2 channel (TRP-CC) family protein	KAG6618372.1
5092	IUM83_01483	Transient receptor potential Ca2 channel (TRP-CC) family protein	KAG6618371.1
5093	IUM83_01484	hypothetical protein	KAG6618374.1
5094	IUM83_01485	reverse transcriptase	KAG6618373.1
5095	IUM83_01486	Heat shock transcription factor	KAG6618376.1
5096	IUM83_01487	putative pyridine nucleotide-disulfide oxidoreductase	KAG6618375.1
5097	IUM83_01488	putative pyridine nucleotide-disulfide oxidoreductase	KAG6618369.1
5098	IUM83_01489	putative apoptosis-inducing factor	KAG6618368.1
5099	IUM83_01490	Apoptosis-inducing factor B	KAG6618715.1
5100	IUM83_01491	Apoptosis-inducing factor B	KAG6618716.1
5101	IUM83_01492	Apoptosis-inducing factor B	KAG6618713.1
5102	IUM83_01493	Beta-glucan synthesis-associated protein SKN1	KAG6618714.1
5103	IUM83_01494	Beta-glucan synthesis-associated protein SKN1	KAG6618711.1
5104	IUM83_01495	Bifunctional folD protein	KAG6618712.1
5105	IUM83_01496	AGC protein kinase	KAG6618708.1
5106	IUM83_01497	serine/threonine-protein phosphatase PP1-beta catalytic subunit	KAG6618710.1
5107	IUM83_01498	Phosphoinositol transporter	KAG6618706.1
5108	IUM83_01499	Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase	KAG6618707.1
5109	IUM83_01500	TKL protein kinase	KAG6618694.1
5110	IUM83_01501	hypothetical protein	KAG6618695.1
5111	IUM83_01502	hypothetical protein	KAG6618696.1
5112	IUM83_01503	hypothetical protein	KAG6618953.1
5113	IUM83_01504	Carboxylic acid transporter protein	KAG6618913.1
5114	IUM83_01505	hypothetical protein	KAG6618935.1
5115	IUM83_01506	Carboxylic acid transporter protein	KAG6618954.1
5116	IUM83_01507	hypothetical protein	KAG6618951.1
5117	IUM83_01508	hypothetical protein	KAG6618952.1
5118	IUM83_01509	Spermatogenesis-associated protein 4	KAG6618898.1
5119	IUM83_01510	Polysaccharide lyase	KAG6618633.1
5120	IUM83_01511	PAP2-like protein	KAG6618603.1
5121	IUM83_01512	TRNA-specific adenosine deaminase	KAG6618601.1
5122	IUM83_01513	membrane protein	KAG6618600.1
5123	IUM83_01514	Ribose 5-phosphate isomerase A	KAG6618637.1
5124	IUM83_01515	E3 ubiquitin-protein ligase makorin-1	KAG6618635.1
5125	IUM83_01516	hypothetical protein	KAG6618634.1
5126	IUM83_01517	hypothetical protein	KAG6618605.1
5127	IUM83_01518	hypothetical protein	KAG6618599.1
5128	IUM83_01519	Linear gramicidin synthase subunit D	KAG6618598.1
5129	IUM83_01520	acetyl-CoA carboxylase, biotin carboxylase subunit	KAG6618967.1
5130	IUM83_01521	HSF-type DNA-binding protein	KAG6618969.1
5131	IUM83_01522	Transmembrane protein	KAG6618965.1
5132	IUM83_01523	Transmembrane protein	KAG6618966.1
5133	IUM83_01524	phd zinc finger (c3hc4 type) family protein	KAG6618972.1
5134	IUM83_01525	prenyl protein protease	KAG6618973.1
5135	IUM83_01526	Angio-associated migratory cell protein	KAG6618970.1
5136	IUM83_01527	putative eukaryotic initiation factor 4E	KAG6618971.1
5137	IUM83_01528	fantom protein	KAG6618833.1
5138	IUM83_01529	Coiled-coil and C2 domain-containing protein 1B	KAG6618974.1
5139	IUM83_01530	ATP-dependent DNA helicase RecQ	KAG6618619.1
5140	IUM83_01531	DNA ligase	KAG6618618.1
5141	IUM83_01532	Eukaryotic translation initiation factor 3 subunit H	KAG6618621.1
5142	IUM83_01533	mRNA turnover protein 4	KAG6618620.1
5143	IUM83_01534	Ribulose-phosphate 3-epimerase	KAG6618615.1
5144	IUM83_01535	Mitochondrial 37S ribosomal protein RSM27	KAG6618614.1
5145	IUM83_01536	hypothetical protein	KAG6618617.1
5146	IUM83_01537	N-acetylaspartate synthetase	KAG6618616.1
5147	IUM83_01538	hypothetical protein	KAG6618768.1
5148	IUM83_01539	hypothetical protein	KAG6618613.1
5149	IUM83_01540	hypothetical protein	KAG6618296.1
5150	IUM83_01541	DEAD-box ATP-dependent RNA helicase 42	KAG6618297.1
5151	IUM83_01542	putative DEAD/DEAH box RNA helicase	KAG6618298.1
5152	IUM83_01543	bardet-Biedl syndrome 1 family protein	KAG6618300.1
5153	IUM83_01544	Calcineurin-like phosphoesterase	KAG6618292.1
5154	IUM83_01545	Glycoside hydrolase	KAG6618293.1
5155	IUM83_01546	Transcription initiation factor TFIID subunit 6	KAG6618295.1
5156	IUM83_01547	transcription initiation factor tfiid subunit	KAG6618304.1
5157	IUM83_01548	transcription initiation factor tfiid subunit	KAG6618301.1
5158	IUM83_01549	hypothetical protein	KAG6618302.1
5159	IUM83_01550	Ras guanine nucleotide exchange factor L	KAG6618653.1
5160	IUM83_01551	FYVE-FINGER-CONTAINING RAB5 EFFECTOR PROTEIN RABENOSYN-5-RELATED	KAG6618652.1
5161	IUM83_01552	putative acetyltransferase (GNAT) family	KAG6618651.1
5162	IUM83_01553	putative acetyltransferase (GNAT) family	KAG6618650.1
5163	IUM83_01554	heat shock protein	KAG6618924.1
5164	IUM83_01555	NhaC Na:H antiporter (NhaC) family protein	KAG6618923.1
5165	IUM83_01556	NhaC Na:H antiporter (NhaC) family protein	KAG6618649.1
5166	IUM83_01557	NhaC Na:H antiporter (NhaC) family protein	KAG6618922.1
5167	IUM83_01558	Transmembrane protein	KAG6618655.1
5168	IUM83_01559	nad-dependent epimerase dehydratase	KAG6618654.1
5169	IUM83_01560	nad-dependent epimerase dehydratase	KAG6618333.1
5170	IUM83_01561	Crinkler (CRN)	KAG6618335.1
5171	IUM83_01562	hypothetical protein	KAG6618332.1
5172	IUM83_01563	TFIIF-interacting CTD phosphatase	KAG6618801.1
5173	IUM83_01564	hypothetical protein	KAG6618329.1
5174	IUM83_01565	Histidine kinase	KAG6618331.1
5175	IUM83_01566	hypothetical protein	KAG6618327.1
5176	IUM83_01567	Eukaryotic translation initiation factor 3 subunit K	KAG6618328.1
5177	IUM83_01568	U3 small nucleolar RNA-associated protein	KAG6618325.1
5178	IUM83_01569	Coiled-coil domain-containing protein 37	KAG6618326.1
5179	IUM83_01570	DNA repair helicase UVH6	KAG6618487.1
5180	IUM83_01571	putative membrane protein	KAG6618362.1
5181	IUM83_01572	Non-canonical poly(A) RNA polymerase	KAG6618662.1
5182	IUM83_01573	hypothetical protein	KAG6618661.1
5183	IUM83_01574	tubby-like protein	KAG6618364.1
5184	IUM83_01575	Regulator of nuclear mRNA	KAG6618363.1
5185	IUM83_01576	RNA-binding Ran Zn-finger protein	KAG6618663.1
5186	IUM83_01577	Calpain-like cysteine protease C2	KAG6618518.1
5187	IUM83_01578	Calpain-like cysteine protease C2	KAG6618851.1
5188	IUM83_01579	FUN14 domain-containing protein 1	KAG6618471.1
5189	IUM83_01580	hypothetical protein	KAG6618342.1
5190	IUM83_01581	50S ribosomal protein L11 methyltransferase	KAG6618343.1
5191	IUM83_01582	plectin-like protein	KAG6618344.1
5192	IUM83_01583	protein tyrosine phosphatase domain-containing protein 1	KAG6618345.1
5193	IUM83_01584	HECT E3 ubiquitin ligase	KAG6618346.1
5194	IUM83_01585	mosc domain protein	KAG6618606.1
5195	IUM83_01586	NUCLEIC ACID BINDING PROTEIN	KAG6618347.1
5196	IUM83_01587	E3 ubiquitin-protein ligase	KAG6618348.1
5197	IUM83_01588	ras protein let-60	KAG6618349.1
5198	IUM83_01589	NEK protein kinase	KAG6618350.1
5199	IUM83_01590	putative CTD small phosphatase-like protein	KAG6618681.1
5200	IUM83_01591	putative CTD small phosphatase-like protein	KAG6618680.1
5201	IUM83_01592	hypothetical protein	KAG6618679.1
5202	IUM83_01593	putative zinc phosphodiesterase	KAG6618678.1
5203	IUM83_01594	isoform b	KAG6618521.1
5204	IUM83_01595	Leucine--tRNA ligase	KAG6618684.1
5205	IUM83_01596	hypothetical protein	KAG6618683.1
5206	IUM83_01597	Leucine--tRNA ligase	KAG6618682.1
5207	IUM83_01598	hypothetical protein	KAG6618686.1
5208	IUM83_01599	Clavaminate synthase	KAG6618685.1
5209	IUM83_01600	Clavaminate synthase	KAG6618838.1
5210	IUM83_01601	NLRC3 protein	KAG6618837.1
5211	IUM83_01602	hypothetical protein	KAG6618836.1
5212	IUM83_01603	TKL protein kinase	KAG6618835.1
5213	IUM83_01604	putative alcohol dehydrogenase	KAG6618632.1
5214	IUM83_01605	alcohol dehydrogenase	KAG6618841.1
5215	IUM83_01606	putative alcohol dehydrogenase	KAG6618840.1
5216	IUM83_01607	Murein transglycosylase	KAG6618631.1
5217	IUM83_01608	Murein transglycosylase	KAG6618845.1
5218	IUM83_01609	Murein transglycosylase	KAG6618844.1
5219	IUM83_01610	Adenylate cyclase	KAG6618944.1
5220	IUM83_01611	ribokinase	KAG6618523.1
5221	IUM83_01612	Ribokinase	KAG6618524.1
5222	IUM83_01613	Centromere protein X	KAG6618960.1
5223	IUM83_01614	SMAD/FHA domain	KAG6618525.1
5224	IUM83_01615	SMAD/FHA domain	KAG6618526.1
5225	IUM83_01616	Ribosomal protein L28	KAG6618527.1
5226	IUM83_01617	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, A subunit	KAG6618528.1
5227	IUM83_01618	Beta-glucosidase 32	KAG6618529.1
5228	IUM83_01619	protein disulfide-isomerase domain	KAG6618530.1
5229	IUM83_01620	protein disulfide-isomerase domain	KAG6618322.1
5230	IUM83_01621	protein disulfide-isomerase domain	KAG6618878.1
5231	IUM83_01622	thioredoxin-like protein	KAG6618881.1
5232	IUM83_01623	hypothetical protein	KAG6618323.1
5233	IUM83_01624	Serine/threonine-protein kinase TNNI3K	KAG6618875.1
5234	IUM83_01625	Type II (General) Secretory Pathway (IISP) Family	KAG6618874.1
