"gene_id","protein_id","description","BP_Term","BP_GO_IDs","MF_Term","MF_GO_IDs","CC_Term","CC_GO_IDs","SP..TM","Prediction"
"IUM83_18231","KAG6595775.1","Necrosis inducing-like protein NPP1 type","-","-","-","-","extracellular region","GO:0005576","No, 0","-"
"IUM83_18232","KAG6595776.1","CCCH-type Zn-finger protein","-","-","metal ion binding","GO:0046872","-","-","No, 0","-"
"IUM83_18233","KAG6595777.1","Thioredoxin, conserved site","-","-","-","-","membrane","GO:0016020","No, 2","-"
"IUM83_18239","KAG6595778.1","RCC1 and BTB domain-containing protein 2","-","-","-","-","-","-","No, 0","-"
"IUM83_18216","KAG6595779.1","Serine-threonine protein kinase 19","phosphorylation; -","GO:0016310; -","-; kinase activity","-; GO:0016301","-","-","No, 0","-"
"IUM83_18217","KAG6595780.1","hypothetical protein IUM83_18217","-","-","-","-","-","-","No, 0","-"
"IUM83_18215","KAG6595781.1","ubiquitin fusion degradation protein, putative","ubiquitin-dependent protein catabolic process","GO:0006511","-","-","-","-","No, 0","-"
"IUM83_18212","KAG6595782.1","Kinesin-like protein","microtubule-based movement; regulation of mitotic spindle assembly; -","GO:0007018; GO:1901673; -","-; microtubule motor activity; ATP binding; microtubule binding","-; GO:0003777; GO:0005524; GO:0008017","-","-","No, 0","-"
"IUM83_18210","KAG6595783.1","cytochrome c oxidase assembly protein COX11, mitochondrial precursor","-","-","copper ion binding","GO:0005507","-","-","No, 1","-"
"IUM83_18225","KAG6595784.1","Sterile alpha motif, type 1","-","-","protein binding","GO:0005515","-","-","No, 0","-"
"IUM83_18219","KAG6595785.1","hypothetical protein IUM83_18219","-","-","-","-","-","-","No, 0","-"
"IUM83_18234","KAG6595786.1","Crinkler (CRN) family protein","-","-","-","-","-","-","No, 0","-"
"IUM83_18205","KAG6595787.1","Dyggve-Melchior-Clausen syndrome protein","-","-","-","-","-","-","No, 0","-"
"IUM83_18202","KAG6595788.1","Target SNARE coiled-coil domain","-","-","-","-","membrane","GO:0016020","No, 1","-"
"IUM83_18246","KAG6595789.1","hypothetical protein IUM83_18246","-","-","-","-","-","-","No, 0","-"
"IUM83_18201","KAG6595790.1","Homeobox protein Wariai","-","-","protein binding","GO:0005515","-","-","No, 0","-"
"IUM83_18203","KAG6595791.1","u1 small nuclear ribonucleoprotein c","spliceosomal snRNP assembly; -","GO:0000387; -","-; nucleic acid binding; zinc ion binding","-; GO:0003676; GO:0008270","-; U1 snRNP","-; GO:0005685","No, 0","-"
"IUM83_18207","KAG6595792.1","60S ribosomal protein L32-1","translation; -","GO:0006412; -","-; structural constituent of ribosome","-; GO:0003735","-; ribosome","-; GO:0005840","No, 0","-"
"IUM83_18267","KAG6595793.1","hypothetical protein IUM83_18267","-","-","-","-","-","-","No, 0","-"
"IUM83_18266","KAG6595794.1","Tubby C-terminal-like domain","-","-","-","-","membrane","GO:0016020","No, 0","-"
"IUM83_18265","KAG6595795.1","Tubby C-terminal-like domain","-","-","-","-","-","-","No, 0","-"
"IUM83_18214","KAG6595796.1","tRNA pseudouridine(38-40) synthase","tRNA pseudouridine synthesis; -","GO:0031119; -","-; RNA binding; pseudouridine synthase activity","-; GO:0003723; GO:0009982","-","-","Yes, 0","Non-effector"
"IUM83_18213","KAG6595797.1","Glycine cleavage system H protein","glycine decarboxylation via glycine cleavage system; -","GO:0019464; -","-","-","-; glycine cleavage complex","-; GO:0005960","No, 0","-"
"IUM83_18211","KAG6595798.1","nuclear transcription factor Y subunit beta","regulation of DNA-templated transcription; -","GO:0006355; -","-; DNA-binding transcription activator activity, RNA polymerase II-specific; protein heterodimerization activity","-; GO:0001228; GO:0046982","-; CCAAT-binding factor complex","-; GO:0016602","No, 0","-"
"IUM83_18269","KAG6595799.1","Enzymatic Polyprotein","DNA integration; -","GO:0015074; -","-; nucleic acid binding","-; GO:0003676","-","-","No, 0","-"
"IUM83_18268","KAG6595800.1","putative atp-dependent rna helicase dhx36-like","-","-","-","-","-","-","Yes, 0","Non-effector"
"IUM83_18263","KAG6595801.1","formaldehyde dehydrogenase AdhA","-","-","-","-","-","-","No, 0","-"
"IUM83_18261","KAG6595802.1","serine/threonine protein kinase","protein phosphorylation; -","GO:0006468; -","-; protein kinase activity; ATP binding","-; GO:0004672; GO:0005524","-","-","No, 2","-"
"IUM83_18245","KAG6595803.1","PB1 domain","-","-","protein binding","GO:0005515","-","-","No, 0","-"
"IUM83_18244","KAG6595804.1","EF-hand calcium-binding domain-containing protein 2","-","-","-","-","-","-","No, 0","-"
"IUM83_18247","KAG6595805.1","hypothetical protein IUM83_18247","-","-","-","-","membrane","GO:0016020","Yes, 2","Non-effector"
"IUM83_18241","KAG6595806.1","hypothetical protein IUM83_18241","-","-","-","-","-","-","No, 0","-"
"IUM83_18240","KAG6595807.1","repeat organellar protein-related","-","-","-","-","-","-","No, 0","-"
"IUM83_18240","KAG6595808.1","repeat organellar protein-related","-","-","-","-","-","-","No, 0","-"
"IUM83_18240","KAG6595809.1","repeat organellar protein-related","response to oxidative stress; -","GO:0006979; -","-; peroxidase activity; heme binding","-; GO:0004601; GO:0020037","-","-","No, 0","-"
"IUM83_18243","KAG6595810.1","START-like domain","-","-","-","-","-","-","No, 0","-"
"IUM83_18242","KAG6595811.1","Cyclin ik3-1/CABLES","regulation of cell cycle","GO:0051726","-","-","-","-","No, 0","-"
"IUM83_18227","KAG6595812.1","glycoside hydrolase 31","carbohydrate metabolic process; -","GO:0005975; -","-; hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate binding","-; GO:0004553; GO:0030246","-","-","Yes, 1","-"
"IUM83_18226","KAG6595813.1","PEK protein kinase","protein phosphorylation; -","GO:0006468; -","-; protein kinase activity; ATP binding","-; GO:0004672; GO:0005524","-","-","No, 0","-"
"IUM83_18224","KAG6595814.1","Phosphatidylinositol 4-phosphate 5-kinase its3","-","-","-","-","-","-","No, 0","-"
"IUM83_18223","KAG6595815.1","Hormone-sensitive Lipase","-","-","hydrolase activity","GO:0016787","-","-","No, 0","-"
"IUM83_18222","KAG6595816.1","ATP-dependent RNA helicase","-","-","RNA helicase activity; ATP binding; hydrolase activity, acting on acid anhydrides","GO:0003724; GO:0005524; GO:0016817","-","-","Yes, 0","Non-effector"
"IUM83_18221","KAG6595817.1","hypothetical protein IUM83_18221","-","-","-","-","-","-","No, 0","-"
"IUM83_18220","KAG6595818.1","hypothetical protein IUM83_18220","-","-","-","-","-","-","No, 0","-"
"IUM83_18229","KAG6595819.1","Necrosis inducing-like protein NPP1 type","-","-","-","-","extracellular region","GO:0005576","No, 1","-"
"IUM83_18228","KAG6595820.1","WD repeat-containing protein 91","regulation of phosphatidylinositol 3-kinase activity; early endosome to late endosome transport; -","GO:0043551; GO:0045022; -","-; protein binding","-; GO:0005515","-","-","No, 0","-"
"IUM83_18218","KAG6595821.1","MULE transposase domain-containing protein","DNA recombination; DNA transposition; transposition; -","GO:0006310; GO:0006313; GO:0032196; -","-; DNA binding; transposase activity; zinc ion binding","-; GO:0003677; GO:0004803; GO:0008270","-","-","No, 0","-"
"IUM83_18209","KAG6595822.1","hypothetical protein IUM83_18209","-","-","protein binding","GO:0005515","-","-","No, 0","-"
"IUM83_18208","KAG6595823.1","hypothetical protein IUM83_18208","-","-","-","-","-","-","No, 0","-"
"IUM83_18200","KAG6595824.1","Testis-expressed sequence 9 protein","-","-","-","-","-","-","No, 0","-"
"IUM83_18206","KAG6595825.1","Endonuclease/Exonuclease/phosphatase family","-","-","catalytic activity","GO:0003824","-","-","No, 0","-"
"IUM83_18238","KAG6595826.1","Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, CybS","-","-","-","-","mitochondrial envelope; membrane","GO:0005740; GO:0016020","No, 0","-"
"IUM83_18262","KAG6595827.1","serine/threonine protein kinase","protein phosphorylation; -","GO:0006468; -","-; protein kinase activity; ATP binding","-; GO:0004672; GO:0005524","-","-","No, 2","-"
"IUM83_18260","KAG6595828.1","hypothetical protein IUM83_18260","-","-","-","-","-","-","Yes, 0","Non-effector"
"IUM83_18264","KAG6595829.1","Tubby C-terminal-like domain","-","-","-","-","membrane","GO:0016020","No, 0","-"
"IUM83_18197","KAG6595830.1","Respiratory burst oxidase","-","-","oxidoreductase activity; -","GO:0016491; -","-; membrane","-; GO:0016020","No, 3","-"
"IUM83_18197","KAG6595831.1","Respiratory burst oxidase","-","-","oxidoreductase activity; -","GO:0016491; -","-; membrane","-; GO:0016020","No, 4","-"
"IUM83_18196","KAG6595832.1","Myosin heavy chain, striated muscle","-","-","-","-","-","-","No, 0","-"
"IUM83_18193","KAG6595833.1","reverse transcriptase","proteolysis; -","GO:0006508; -","-; nucleic acid binding; aspartic-type endopeptidase activity; zinc ion binding; hydrolase activity","-; GO:0003676; GO:0004190; GO:0008270; GO:0016787","-","-","No, 0","-"
"IUM83_18204","KAG6595834.1","Spermidine synthase","-","-","catalytic activity","GO:0003824","-","-","No, 0","-"
"IUM83_18204","KAG6595835.1","Spermidine synthase 1","-","-","catalytic activity","GO:0003824","-","-","No, 0","-"
"IUM83_18235","KAG6595836.1","Protein disulfide-isomerase","-","-","protein disulfide isomerase activity","GO:0003756","-","-","Yes, 0","Cytoplasmic effector"
"IUM83_18249","KAG6595837.1","Lysosomal trafficking regulator LYST","-","-","metal ion binding","GO:0046872","-","-","Yes, 0","Non-effector"
"IUM83_18249","KAG6595838.1","Lysosomal trafficking regulator LYST","-","-","metal ion binding","GO:0046872","-","-","No, 0","-"
"IUM83_18248","KAG6595839.1","hypothetical protein IUM83_18248","-","-","-","-","-","-","No, 0","-"
"IUM83_18195","KAG6595840.1","reverse transcriptase","DNA integration; -","GO:0015074; -","-; nucleic acid binding","-; GO:0003676","-","-","No, 0","-"
"IUM83_18194","KAG6595841.1","reverse transcriptase","-","-","-","-","-","-","No, 0","-"
"IUM83_18192","KAG6595842.1","Eukaryotic/viral aspartic protease, active site","-","-","nucleic acid binding; zinc ion binding","GO:0003676; GO:0008270","-","-","No, 0","-"
"IUM83_18199","KAG6595843.1","putative secreted RxLR effector protein","-","-","-","-","extracellular region; host cell","GO:0005576; GO:0043657","Yes, 0","-"
"IUM83_18198","KAG6595844.1","Release factor glutamine methyltransferase","protein methylation; methylation; -","GO:0006479; GO:0032259; -","-; nucleic acid binding; methyltransferase activity; protein methyltransferase activity; transferase activity","-; GO:0003676; GO:0008168; GO:0008276; GO:0016740","-","-","No, 0","-"
"IUM83_18270","KAG6595845.1","Gag-pol fusion protein","DNA integration; -","GO:0015074; -","-; nucleic acid binding","-; GO:0003676","-","-","No, 0","-"
"IUM83_18271","KAG6595846.1","reverse transcriptase","-","-","-","-","-","-","No, 0","-"
"IUM83_18272","KAG6595847.1","Gag-pol fusion protein","-","-","-","-","-","-","No, 0","-"
"IUM83_18273","KAG6595848.1","hypothetical protein IUM83_18273","-","-","nucleic acid binding; zinc ion binding","GO:0003676; GO:0008270","-","-","No, 0","-"
"IUM83_18256","KAG6595849.1","Histone deacetylase 1","histone deacetylation; -","GO:0016575; -","-; histone deacetylase activity","-; GO:0004407","-","-","No, 0","-"
"IUM83_18252","KAG6595850.1","Thaumatin protein","-","-","-","-","membrane","GO:0016020","Yes, 1","Non-effector"
"IUM83_18253","KAG6595851.1","hypothetical protein IUM83_18253","-","-","-","-","-","-","No, 0","-"
"IUM83_18250","KAG6595852.1","hypothetical protein IUM83_18250","-","-","-","-","-","-","No, 0","-"
"IUM83_18251","KAG6595853.1","hypothetical protein IUM83_18251","-","-","-","-","-","-","Yes, 0","Cytoplasmic effector"
"IUM83_18251","KAG6595854.1","hypothetical protein IUM83_18251","-","-","-","-","-","-","Yes, 0","Cytoplasmic effector"
"IUM83_18257","KAG6595855.1","nucleosome assembly protein 1","nucleosome assembly; -","GO:0006334; -","-","-","-; nucleus","-; GO:0005634","No, 0","-"
"IUM83_18254","KAG6595856.1","Mitochondrial inner membrane protease ATP23","-","-","-","-","-","-","No, 0","-"
"IUM83_18255","KAG6595857.1","RNA recognition motif domain","-","-","nucleic acid binding","GO:0003676","-","-","No, 0","-"
"IUM83_18258","KAG6595858.1","CAMKK protein kinase","protein phosphorylation; -","GO:0006468; -","-; protein kinase activity; ATP binding","-; GO:0004672; GO:0005524","-","-","No, 0","-"
"IUM83_18259","KAG6595859.1","Transmembrane protein","protein phosphorylation; -","GO:0006468; -","-; protein kinase activity; ATP binding","-; GO:0004672; GO:0005524","-; membrane","-; GO:0016020","No, 12","-"
"IUM83_19167","KAG6595860.1","hypothetical protein IUM83_19167","-","-","-","-","-","-","No, 0","-"
"IUM83_19172","KAG6595861.1","secreted protein","-","-","acid phosphatase activity; metal ion binding","GO:0003993; GO:0046872","-","-","Yes, 0","Non-effector"
"IUM83_19140","KAG6595862.1","Ethanolamine-phosphate cytidylyltransferase","phosphatidylethanolamine biosynthetic process; -","GO:0006646; -","-; ethanolamine-phosphate cytidylyltransferase activity","-; GO:0004306","-","-","No, 1","-"
"IUM83_19163","KAG6595863.1","SPFH domain / Band 7 family","-","-","-","-","membrane","GO:0016020","No, 0","-"
"IUM83_19178","KAG6595864.1","hypothetical protein IUM83_19178","-","-","-","-","-","-","No, 0","-"
"IUM83_19170","KAG6595865.1","WW domain-binding protein 4","-","-","-","-","-","-","No, 3","-"
"IUM83_19173","KAG6595866.1","Copine-like protein","dephosphorylation; -","GO:0016311; -","-; acid phosphatase activity; hydrolase activity; metal ion binding","-; GO:0003993; GO:0016787; GO:0046872","-","-","No, 0","-"
"IUM83_19174","KAG6595867.1","3'5'-cyclic nucleotide phosphodiesterase","signal transduction; -","GO:0007165; -","-; 3',5'-cyclic-nucleotide phosphodiesterase activity; protein binding","-; GO:0004114; GO:0005515","-","-","No, 0","-"
"IUM83_19176","KAG6595868.1","Tyrosine aminotransferase","biosynthetic process; aromatic amino acid metabolic process; -","GO:0009058; GO:0009072; -","-; L-tyrosine:2-oxoglutarate aminotransferase activity; pyridoxal phosphate binding","-; GO:0004838; GO:0030170","-","-","No, 0","-"
"IUM83_19177","KAG6595869.1","hypothetical protein IUM83_19177","-","-","-","-","-","-","No, 0","-"
"IUM83_19152","KAG6595870.1","Mannose-binding lectin","-","-","-","-","-","-","No, 0","-"
"IUM83_19153","KAG6595871.1","Eukaryotic translation initiation factor 3 subunit L","-","-","translation initiation factor activity; -","GO:0003743; -","-; eukaryotic translation initiation factor 3 complex","-; GO:0005852","No, 0","-"
"IUM83_19150","KAG6595872.1","Chloride Channel (ClC) Family","chloride transport; transmembrane transport; -","GO:0006821; GO:0055085; -","-; voltage-gated chloride channel activity","-; GO:0005247","-; membrane","-; GO:0016020","No, 11","-"
"IUM83_19151","KAG6595873.1","Fanconi-associated nuclease 1","-","-","-","-","spindle pole; centrosome","GO:0000922; GO:0005813","No, 0","-"
"IUM83_19156","KAG6595874.1","FYVE zinc finger domain-containing protein","-","-","metal ion binding","GO:0046872","-","-","No, 0","-"
"IUM83_19157","KAG6595875.1","zinc finger CDGSH domain-containing protein 1","regulation of autophagy; -","GO:0010506; -","-; 2 iron, 2 sulfur cluster binding","-; GO:0051537","-; intracellular membrane-bounded organelle","-; GO:0043231","No, 1","Cytoplasmic effector"
"IUM83_19154","KAG6595876.1","Leucine carboxyl methyltransferase","methylation; -","GO:0032259; -","-; methyltransferase activity","-; GO:0008168","-","-","No, 0","-"
"IUM83_19154","KAG6595877.1","Leucine carboxyl methyltransferase","methylation; -","GO:0032259; -","-; methyltransferase activity","-; GO:0008168","-","-","No, 0","-"
"IUM83_19155","KAG6595878.1","1-phosphatidylinositol 3-phosphate 5-kinase","-","-","metal ion binding","GO:0046872","-","-","No, 0","-"
"IUM83_19155","KAG6595879.1","1-phosphatidylinositol 3-phosphate 5-kinase","-","-","metal ion binding","GO:0046872","-","-","No, 0","-"
"IUM83_19158","KAG6595880.1","er membrane protein complex subunit 3-like isoform x1","-","-","-","-","membrane","GO:0016020","No, 2","-"
"IUM83_19158","KAG6595881.1","er membrane protein complex subunit 3-like isoform x1","-","-","-","-","membrane","GO:0016020","No, 2","-"
"IUM83_19159","KAG6595882.1","calcineurin-like phosphoesterase, putative","-","-","acid phosphatase activity; metal ion binding","GO:0003993; GO:0046872","-","-","No, 1","Non-effector"
"IUM83_19136","KAG6595883.1","hypothetical protein IUM83_19136","-","-","-","-","-","-","Yes, 0","Non-effector"
"IUM83_19139","KAG6595884.1","putative regulator of microtubule dynamics protein","-","-","protein binding","GO:0005515","-","-","No, 0","-"
"IUM83_19135","KAG6595885.1","hypothetical protein IUM83_19135","-","-","-","-","-","-","No, 0","-"
"IUM83_19175","KAG6595886.1","hypothetical protein IUM83_19175","-","-","-","-","-","-","No, 0","-"
"IUM83_19134","KAG6595887.1","hypothetical protein IUM83_19134","-","-","-","-","-","-","No, 0","-"
"IUM83_19137","KAG6595888.1","F-box/WD repeat-containing protein TBL1X","-","-","nucleic acid binding; zinc ion binding","GO:0003676; GO:0008270","-","-","No, 0","-"
